fastmcp.client.auth.client_credentials.ClientCredentialsOAuthProvider	5	httpx2._auth.Auth
fastmcp.client.auth.client_credentials.PrivateKeyJWTOAuthProvider	1	mcp.client.auth.extensions.client_credentials.PrivateKeyJWTOAuthProvider
fastmcp.client.auth.client_credentials.PrivateKeyJWTOAuthProvider	2	mcp.client.auth.oauth2.OAuthClientProvider
fastmcp.client.auth.client_credentials.PrivateKeyJWTOAuthProvider	3	mcp.shared._httpx_utils.RedirectAwareAuth
fastmcp.client.auth.client_credentials.PrivateKeyJWTOAuthProvider	4	abc.ABC
fastmcp.client.auth.client_credentials.PrivateKeyJWTOAuthProvider	5	httpx2._auth.Auth
fastmcp.client.auth.oauth.ClientNotFoundError	1	builtins.Exception
fastmcp.client.auth.oauth.ClientNotFoundError	2	builtins.BaseException
fastmcp.client.auth.oauth.ExpiredClientRegistrationError	1	builtins.Exception
fastmcp.client.auth.oauth.ExpiredClientRegistrationError	2	builtins.BaseException
fastmcp.client.auth.oauth.OAuth	1	mcp.client.auth.oauth2.OAuthClientProvider
fastmcp.client.auth.oauth.OAuth	2	mcp.shared._httpx_utils.RedirectAwareAuth
fastmcp.client.auth.oauth.OAuth	3	abc.ABC
fastmcp.client.auth.oauth.OAuth	4	httpx2._auth.Auth
fastmcp.client.auth.oauth.TokenStorageAdapter	1	mcp.client.auth.oauth2.TokenStorage
fastmcp.client.caching._CacheEnvelope	1	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.client.caching._CacheEnvelope	2	pydantic.main.BaseModel
fastmcp.client.client.Client	1	fastmcp.client.mixins.resources.ClientResourcesMixin
fastmcp.client.client.Client	2	fastmcp.client.mixins.prompts.ClientPromptsMixin
fastmcp.client.client.Client	3	fastmcp.client.mixins.tools.ClientToolsMixin
fastmcp.client.elicitation.ElicitResult	1	mcp_types._types.ElicitResult
fastmcp.client.elicitation.ElicitResult	2	mcp_types._types.Result
fastmcp.client.elicitation.ElicitResult	3	mcp_types._types.MCPModel
fastmcp.client.elicitation.ElicitResult	4	pydantic.main.BaseModel
fastmcp.client.transports.base.ClientSessionKwargs	1	_typeshed._type_checker_internals.TypedDictFallback
fastmcp.client.transports.base.ClientSessionKwargs	2	typing.Mapping
fastmcp.client.transports.base.ClientSessionKwargs	3	typing.Collection
fastmcp.client.transports.base.ClientSessionKwargs	4	typing.Iterable
fastmcp.client.transports.base.ClientSessionKwargs	5	typing.Container
fastmcp.client.transports.base.ClientTransport	1	abc.ABC
fastmcp.client.transports.config.MCPConfigTransport	1	fastmcp.client.transports.base.ClientTransport
fastmcp.client.transports.config.MCPConfigTransport	2	abc.ABC
fastmcp.client.transports.http.StreamableHttpTransport	1	fastmcp.client.transports.base.ClientTransport
fastmcp.client.transports.http.StreamableHttpTransport	2	abc.ABC
fastmcp.client.transports.memory.FastMCPTransport	1	fastmcp.client.transports.base.ClientTransport
fastmcp.client.transports.memory.FastMCPTransport	2	abc.ABC
fastmcp.client.transports.sse.SSETransport	1	fastmcp.client.transports.base.ClientTransport
fastmcp.client.transports.sse.SSETransport	2	abc.ABC
fastmcp.client.transports.stdio.FastMCPStdioTransport	1	fastmcp.client.transports.stdio.StdioTransport
fastmcp.client.transports.stdio.FastMCPStdioTransport	2	fastmcp.client.transports.base.ClientTransport
fastmcp.client.transports.stdio.FastMCPStdioTransport	3	abc.ABC
fastmcp.client.transports.stdio.NodeStdioTransport	1	fastmcp.client.transports.stdio.StdioTransport
fastmcp.client.transports.stdio.NodeStdioTransport	2	fastmcp.client.transports.base.ClientTransport
fastmcp.client.transports.stdio.NodeStdioTransport	3	abc.ABC
fastmcp.client.transports.stdio.NpxStdioTransport	1	fastmcp.client.transports.stdio.StdioTransport
fastmcp.client.transports.stdio.NpxStdioTransport	2	fastmcp.client.transports.base.ClientTransport
fastmcp.client.transports.stdio.NpxStdioTransport	3	abc.ABC
fastmcp.client.transports.stdio.PythonStdioTransport	1	fastmcp.client.transports.stdio.StdioTransport
fastmcp.client.transports.stdio.PythonStdioTransport	2	fastmcp.client.transports.base.ClientTransport
fastmcp.client.transports.stdio.PythonStdioTransport	3	abc.ABC
fastmcp.client.transports.stdio.StdioTransport	1	fastmcp.client.transports.base.ClientTransport
fastmcp.client.transports.stdio.StdioTransport	2	abc.ABC
fastmcp.client.transports.stdio.UvStdioTransport	1	fastmcp.client.transports.stdio.StdioTransport
fastmcp.client.transports.stdio.UvStdioTransport	2	fastmcp.client.transports.base.ClientTransport
fastmcp.client.transports.stdio.UvStdioTransport	3	abc.ABC
fastmcp.client.transports.stdio.UvxStdioTransport	1	fastmcp.client.transports.stdio.StdioTransport
fastmcp.client.transports.stdio.UvxStdioTransport	2	fastmcp.client.transports.base.ClientTransport
fastmcp.client.transports.stdio.UvxStdioTransport	3	abc.ABC
fastmcp.contrib.bulk_tool_caller.bulk_tool_caller.BulkToolCaller	1	fastmcp.contrib.mcp_mixin.mcp_mixin.MCPMixin
fastmcp.contrib.bulk_tool_caller.bulk_tool_caller.CallToolRequest	1	pydantic.main.BaseModel
fastmcp.contrib.bulk_tool_caller.bulk_tool_caller.CallToolRequestResult	1	mcp_types._types.CallToolResult
fastmcp.contrib.bulk_tool_caller.bulk_tool_caller.CallToolRequestResult	2	mcp_types._types.Result
fastmcp.contrib.bulk_tool_caller.bulk_tool_caller.CallToolRequestResult	3	mcp_types._types.MCPModel
fastmcp.contrib.bulk_tool_caller.bulk_tool_caller.CallToolRequestResult	4	pydantic.main.BaseModel
fastmcp.contrib.mcp_mixin.example.Sample	1	fastmcp.contrib.mcp_mixin.mcp_mixin.MCPMixin
fastmcp.exceptions.AuthorizationError	1	fastmcp.exceptions.FastMCPError
fastmcp.exceptions.AuthorizationError	2	builtins.Exception
fastmcp.exceptions.AuthorizationError	3	builtins.BaseException
fastmcp.exceptions.ClientError	1	builtins.Exception
fastmcp.exceptions.ClientError	2	builtins.BaseException
fastmcp.exceptions.DisabledError	1	builtins.Exception
fastmcp.exceptions.DisabledError	2	builtins.BaseException
fastmcp.exceptions.FastMCPError	1	builtins.Exception
fastmcp.exceptions.FastMCPError	2	builtins.BaseException
fastmcp.exceptions.InsufficientScopeError	1	fastmcp.exceptions.AuthorizationError
fastmcp.exceptions.InsufficientScopeError	2	fastmcp.exceptions.FastMCPError
fastmcp.exceptions.InsufficientScopeError	3	builtins.Exception
fastmcp.exceptions.InsufficientScopeError	4	builtins.BaseException
fastmcp.exceptions.InvalidSignature	1	builtins.Exception
fastmcp.exceptions.InvalidSignature	2	builtins.BaseException
fastmcp.exceptions.MCPError	1	builtins.Exception
fastmcp.exceptions.MCPError	2	builtins.BaseException
fastmcp.exceptions.NotFoundError	1	builtins.Exception
fastmcp.exceptions.NotFoundError	2	builtins.BaseException
fastmcp.exceptions.PromptError	1	fastmcp.exceptions.FastMCPError
fastmcp.exceptions.PromptError	2	builtins.Exception
fastmcp.exceptions.PromptError	3	builtins.BaseException
fastmcp.exceptions.ResourceError	1	fastmcp.exceptions.FastMCPError
fastmcp.exceptions.ResourceError	2	builtins.Exception
fastmcp.exceptions.ResourceError	3	builtins.BaseException
fastmcp.exceptions.ResourceSecurityError	1	fastmcp.exceptions.NotFoundError
fastmcp.exceptions.ResourceSecurityError	2	builtins.Exception
fastmcp.exceptions.ResourceSecurityError	3	builtins.BaseException
fastmcp.exceptions.ToolError	1	fastmcp.exceptions.FastMCPError
fastmcp.exceptions.ToolError	2	builtins.Exception
fastmcp.exceptions.ToolError	3	builtins.BaseException
fastmcp.exceptions.ValidationError	1	fastmcp.exceptions.FastMCPError
fastmcp.exceptions.ValidationError	2	builtins.Exception
fastmcp.exceptions.ValidationError	3	builtins.BaseException
fastmcp.experimental.transforms.code_mode.CodeMode	1	fastmcp.server.transforms.catalog.CatalogTransform
fastmcp.experimental.transforms.code_mode.CodeMode	2	fastmcp.server.transforms.Transform
fastmcp.mcp_config.CanonicalMCPConfig	1	fastmcp.mcp_config.MCPConfig
fastmcp.mcp_config.CanonicalMCPConfig	2	pydantic.main.BaseModel
fastmcp.mcp_config.MCPConfig	1	pydantic.main.BaseModel
fastmcp.mcp_config.RemoteMCPServer	1	pydantic.main.BaseModel
fastmcp.mcp_config.StdioMCPServer	1	pydantic.main.BaseModel
fastmcp.mcp_config.TransformingRemoteMCPServer	1	fastmcp.mcp_config._TransformingMCPServerMixin
fastmcp.mcp_config.TransformingRemoteMCPServer	2	fastmcp.mcp_config.RemoteMCPServer
fastmcp.mcp_config.TransformingRemoteMCPServer	3	pydantic.main.BaseModel
fastmcp.mcp_config.TransformingStdioMCPServer	1	fastmcp.mcp_config._TransformingMCPServerMixin
fastmcp.mcp_config.TransformingStdioMCPServer	2	fastmcp.mcp_config.StdioMCPServer
fastmcp.mcp_config.TransformingStdioMCPServer	3	pydantic.main.BaseModel
fastmcp.mcp_config._TransformingMCPServerMixin	1	pydantic.main.BaseModel
fastmcp.prompts.base.InputRequiredPromptResult	1	fastmcp.prompts.base.PromptResult
fastmcp.prompts.base.InputRequiredPromptResult	2	pydantic.main.BaseModel
fastmcp.prompts.base.Message	1	pydantic.main.BaseModel
fastmcp.prompts.base.Prompt	1	fastmcp.utilities.components.FastMCPComponent
fastmcp.prompts.base.Prompt	2	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.prompts.base.Prompt	3	pydantic.main.BaseModel
fastmcp.prompts.base.PromptArgument	1	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.prompts.base.PromptArgument	2	pydantic.main.BaseModel
fastmcp.prompts.base.PromptResult	1	pydantic.main.BaseModel
fastmcp.prompts.function_prompt.FunctionPrompt	1	fastmcp.prompts.base.Prompt
fastmcp.prompts.function_prompt.FunctionPrompt	2	fastmcp.utilities.components.FastMCPComponent
fastmcp.prompts.function_prompt.FunctionPrompt	3	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.prompts.function_prompt.FunctionPrompt	4	pydantic.main.BaseModel
fastmcp.resources.base.InputRequiredResourceResult	1	fastmcp.resources.base.ResourceResult
fastmcp.resources.base.InputRequiredResourceResult	2	pydantic.main.BaseModel
fastmcp.resources.base.Resource	1	fastmcp.utilities.components.FastMCPComponent
fastmcp.resources.base.Resource	2	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.resources.base.Resource	3	pydantic.main.BaseModel
fastmcp.resources.base.ResourceContent	1	pydantic.main.BaseModel
fastmcp.resources.base.ResourceResult	1	pydantic.main.BaseModel
fastmcp.resources.function_resource.FunctionResource	1	fastmcp.resources.base.Resource
fastmcp.resources.function_resource.FunctionResource	2	fastmcp.utilities.components.FastMCPComponent
fastmcp.resources.function_resource.FunctionResource	3	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.resources.function_resource.FunctionResource	4	pydantic.main.BaseModel
fastmcp.resources.template.FunctionResourceTemplate	1	fastmcp.resources.template.ResourceTemplate
fastmcp.resources.template.FunctionResourceTemplate	2	fastmcp.utilities.components.FastMCPComponent
fastmcp.resources.template.FunctionResourceTemplate	3	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.resources.template.FunctionResourceTemplate	4	pydantic.main.BaseModel
fastmcp.resources.template.ResourceTemplate	1	fastmcp.utilities.components.FastMCPComponent
fastmcp.resources.template.ResourceTemplate	2	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.resources.template.ResourceTemplate	3	pydantic.main.BaseModel
fastmcp.resources.types.BinaryResource	1	fastmcp.resources.base.Resource
fastmcp.resources.types.BinaryResource	2	fastmcp.utilities.components.FastMCPComponent
fastmcp.resources.types.BinaryResource	3	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.resources.types.BinaryResource	4	pydantic.main.BaseModel
fastmcp.resources.types.DirectoryResource	1	fastmcp.resources.base.Resource
fastmcp.resources.types.DirectoryResource	2	fastmcp.utilities.components.FastMCPComponent
fastmcp.resources.types.DirectoryResource	3	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.resources.types.DirectoryResource	4	pydantic.main.BaseModel
fastmcp.resources.types.FileResource	1	fastmcp.resources.base.Resource
fastmcp.resources.types.FileResource	2	fastmcp.utilities.components.FastMCPComponent
fastmcp.resources.types.FileResource	3	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.resources.types.FileResource	4	pydantic.main.BaseModel
fastmcp.resources.types.HttpResource	1	fastmcp.resources.base.Resource
fastmcp.resources.types.HttpResource	2	fastmcp.utilities.components.FastMCPComponent
fastmcp.resources.types.HttpResource	3	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.resources.types.HttpResource	4	pydantic.main.BaseModel
fastmcp.resources.types.TextResource	1	fastmcp.resources.base.Resource
fastmcp.resources.types.TextResource	2	fastmcp.utilities.components.FastMCPComponent
fastmcp.resources.types.TextResource	3	fastmcp.utilities.types.FastMCPBaseModel
fastmcp.resources.types.TextResource	4	pydantic.main.BaseModel
fastmcp.server.auth.auth.AccessToken	1	mcp.server.auth.provider.AccessToken
fastmcp.server.auth.auth.AccessToken	2	pydantic.main.BaseModel
fastmcp.server.auth.auth.AuthProvider	1	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.auth.MultiAuth	1	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.auth.MultiAuth	2	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.auth.OAuthProvider	1	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.auth.OAuthProvider	2	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.auth.OAuthProvider	3	mcp.server.auth.provider.OAuthAuthorizationServerProvider
fastmcp.server.auth.auth.PrivateKeyJWTClientAuthenticator	1	mcp.server.auth.middleware.client_auth.ClientAuthenticator
fastmcp.server.auth.auth.RemoteAuthProvider	1	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.auth.RemoteAuthProvider	2	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.auth.TokenHandler	1	mcp.server.auth.handlers.token.TokenHandler
fastmcp.server.auth.auth.TokenVerifier	1	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.auth.TokenVerifier	2	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.cimd.CIMDDocument	1	pydantic.main.BaseModel
fastmcp.server.auth.cimd.CIMDFetchError	1	builtins.Exception
fastmcp.server.auth.cimd.CIMDFetchError	2	builtins.BaseException
fastmcp.server.auth.cimd.CIMDValidationError	1	builtins.Exception
fastmcp.server.auth.cimd.CIMDValidationError	2	builtins.BaseException
fastmcp.server.auth.handlers.authorize.AuthorizationHandler	1	mcp.server.auth.handlers.authorize.AuthorizationHandler
fastmcp.server.auth.identity_assertion.IdentityAssertion	1	pydantic.main.BaseModel
fastmcp.server.auth.identity_assertion.IdentityAssertionError	1	builtins.Exception
fastmcp.server.auth.identity_assertion.IdentityAssertionError	2	builtins.BaseException
fastmcp.server.auth.middleware.RequireAuthMiddleware	1	mcp.server.auth.middleware.bearer_auth.RequireAuthMiddleware
fastmcp.server.auth.oauth_proxy.models.ClientCode	1	pydantic.main.BaseModel
fastmcp.server.auth.oauth_proxy.models.ConsentCSRFToken	1	pydantic.main.BaseModel
fastmcp.server.auth.oauth_proxy.models.JTIMapping	1	pydantic.main.BaseModel
fastmcp.server.auth.oauth_proxy.models.OAuthTransaction	1	pydantic.main.BaseModel
fastmcp.server.auth.oauth_proxy.models.ProxyDCRClient	1	mcp.shared.auth.OAuthClientInformationFull
fastmcp.server.auth.oauth_proxy.models.ProxyDCRClient	2	mcp.shared.auth.OAuthClientMetadataBase
fastmcp.server.auth.oauth_proxy.models.ProxyDCRClient	3	pydantic.main.BaseModel
fastmcp.server.auth.oauth_proxy.models.RefreshTokenMetadata	1	pydantic.main.BaseModel
fastmcp.server.auth.oauth_proxy.models.UpstreamTokenSet	1	pydantic.main.BaseModel
fastmcp.server.auth.oauth_proxy.proxy.OAuthProxy	1	fastmcp.server.auth.auth.OAuthProvider
fastmcp.server.auth.oauth_proxy.proxy.OAuthProxy	2	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.oauth_proxy.proxy.OAuthProxy	3	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.oauth_proxy.proxy.OAuthProxy	4	mcp.server.auth.provider.OAuthAuthorizationServerProvider
fastmcp.server.auth.oauth_proxy.proxy.OAuthProxy	5	fastmcp.server.auth.oauth_proxy.consent.ConsentMixin
fastmcp.server.auth.oidc_proxy.OIDCConfiguration	1	pydantic.main.BaseModel
fastmcp.server.auth.oidc_proxy.OIDCProxy	1	fastmcp.server.auth.oauth_proxy.proxy.OAuthProxy
fastmcp.server.auth.oidc_proxy.OIDCProxy	2	fastmcp.server.auth.auth.OAuthProvider
fastmcp.server.auth.oidc_proxy.OIDCProxy	3	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.oidc_proxy.OIDCProxy	4	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.oidc_proxy.OIDCProxy	5	mcp.server.auth.provider.OAuthAuthorizationServerProvider
fastmcp.server.auth.oidc_proxy.OIDCProxy	6	fastmcp.server.auth.oauth_proxy.consent.ConsentMixin
fastmcp.server.auth.providers.auth0.Auth0JWTVerifier	1	fastmcp.server.auth.providers.jwt.JWTVerifier
fastmcp.server.auth.providers.auth0.Auth0JWTVerifier	2	fastmcp.server.auth.auth.TokenVerifier
fastmcp.server.auth.providers.auth0.Auth0JWTVerifier	3	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.providers.auth0.Auth0JWTVerifier	4	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.providers.auth0.Auth0MCPProvider	1	fastmcp.server.auth.auth.RemoteAuthProvider
fastmcp.server.auth.providers.auth0.Auth0MCPProvider	2	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.providers.auth0.Auth0MCPProvider	3	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.providers.auth0.Auth0Provider	1	fastmcp.server.auth.oidc_proxy.OIDCProxy
fastmcp.server.auth.providers.auth0.Auth0Provider	2	fastmcp.server.auth.oauth_proxy.proxy.OAuthProxy
fastmcp.server.auth.providers.auth0.Auth0Provider	3	fastmcp.server.auth.auth.OAuthProvider
fastmcp.server.auth.providers.auth0.Auth0Provider	4	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.providers.auth0.Auth0Provider	5	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.providers.auth0.Auth0Provider	6	mcp.server.auth.provider.OAuthAuthorizationServerProvider
fastmcp.server.auth.providers.auth0.Auth0Provider	7	fastmcp.server.auth.oauth_proxy.consent.ConsentMixin
fastmcp.server.auth.providers.aws.AWSCognitoProvider	1	fastmcp.server.auth.oidc_proxy.OIDCProxy
fastmcp.server.auth.providers.aws.AWSCognitoProvider	2	fastmcp.server.auth.oauth_proxy.proxy.OAuthProxy
fastmcp.server.auth.providers.aws.AWSCognitoProvider	3	fastmcp.server.auth.auth.OAuthProvider
fastmcp.server.auth.providers.aws.AWSCognitoProvider	4	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.providers.aws.AWSCognitoProvider	5	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.providers.aws.AWSCognitoProvider	6	mcp.server.auth.provider.OAuthAuthorizationServerProvider
fastmcp.server.auth.providers.aws.AWSCognitoProvider	7	fastmcp.server.auth.oauth_proxy.consent.ConsentMixin
fastmcp.server.auth.providers.aws.AWSCognitoTokenVerifier	1	fastmcp.server.auth.providers.jwt.JWTVerifier
fastmcp.server.auth.providers.aws.AWSCognitoTokenVerifier	2	fastmcp.server.auth.auth.TokenVerifier
fastmcp.server.auth.providers.aws.AWSCognitoTokenVerifier	3	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.providers.aws.AWSCognitoTokenVerifier	4	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.providers.azure.AzureJWTVerifier	1	fastmcp.server.auth.providers.jwt.JWTVerifier
fastmcp.server.auth.providers.azure.AzureJWTVerifier	2	fastmcp.server.auth.auth.TokenVerifier
fastmcp.server.auth.providers.azure.AzureJWTVerifier	3	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.providers.azure.AzureJWTVerifier	4	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.providers.azure.AzureProvider	1	fastmcp.server.auth.oauth_proxy.proxy.OAuthProxy
fastmcp.server.auth.providers.azure.AzureProvider	2	fastmcp.server.auth.auth.OAuthProvider
fastmcp.server.auth.providers.azure.AzureProvider	3	fastmcp.server.auth.auth.AuthProvider
fastmcp.server.auth.providers.azure.AzureProvider	4	mcp.server.auth.provider.TokenVerifier
fastmcp.server.auth.providers.azure.AzureProvider	5	mcp.server.auth.provider.OAuthAuthorizationServerProvider
fastmcp.server.auth.providers.azure.AzureProvider	6	fastmcp.server.auth.oauth_proxy.consent.ConsentMixin
fastmcp.server.auth.providers.azure._EntraOBOToken	1	uncalled_for.base.Dependency
fastmcp.server.auth.providers.azure._EntraOBOToken	2	abc.ABC
fastmcp.server.auth.providers.clerk.ClerkProvider	1	fastmcp.server.auth.oauth_proxy.proxy.OAuthProxy
fastmcp.server.auth.providers.clerk.ClerkProvider	2	fastmcp.server.auth.auth.OAuthProvider
fastmcp.server.auth.providers.clerk.ClerkProvider	3	fastmcp.server.auth.auth.AuthProvider
