rich._log_render.LogRender.__call__	0	0	self	Pos	required	rich._log_render.LogRender
rich._log_render.LogRender.__call__	0	1	console	Pos	required	rich.console.Console
rich._log_render.LogRender.__call__	0	2	renderables	Pos	required	typing.Iterable[rich.console.ConsoleRenderable]
rich._log_render.LogRender.__call__	0	3	log_time	Pos	optional	datetime.datetime | None
rich._log_render.LogRender.__call__	0	4	time_format	Pos	optional	((datetime.datetime) -> rich.text.Text) | str | None
rich._log_render.LogRender.__call__	0	5	level	Pos	optional	rich.text.Text | str
rich._log_render.LogRender.__call__	0	6	path	Pos	optional	str | None
rich._log_render.LogRender.__call__	0	7	line_no	Pos	optional	int | None
rich._log_render.LogRender.__call__	0	8	link_path	Pos	optional	str | None
rich._log_render.LogRender.__init__	0	-1	(return)	Return	-	None
rich._log_render.LogRender.__init__	0	0	self	Pos	required	rich._log_render.LogRender
rich._log_render.LogRender.__init__	0	1	show_time	Pos	optional	bool
rich._log_render.LogRender.__init__	0	2	show_level	Pos	optional	bool
rich._log_render.LogRender.__init__	0	3	show_path	Pos	optional	bool
rich._log_render.LogRender.__init__	0	4	time_format	Pos	optional	((datetime.datetime) -> rich.text.Text) | str
rich._log_render.LogRender.__init__	0	5	omit_repeated_times	Pos	optional	bool
rich._log_render.LogRender.__init__	0	6	level_width	Pos	optional	int | None
rich._loop.loop_first	0	-1	(return)	Return	-	typing.Iterable[tuple[bool, T]]
rich._loop.loop_first	0	0	values	Pos	required	typing.Iterable[T]
rich._loop.loop_first_last	0	-1	(return)	Return	-	typing.Iterable[tuple[bool, bool, T]]
rich._loop.loop_first_last	0	0	values	Pos	required	typing.Iterable[T]
rich._loop.loop_last	0	-1	(return)	Return	-	typing.Iterable[tuple[bool, T]]
rich._loop.loop_last	0	0	values	Pos	required	typing.Iterable[T]
rich._null_file.NullFile.__enter__	0	-1	(return)	Return	-	typing.IO[str]
rich._null_file.NullFile.__enter__	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.__exit__	0	-1	(return)	Return	-	None
rich._null_file.NullFile.__exit__	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.__exit__	0	1	__t	PosOnly	required	type[BaseException] | None
rich._null_file.NullFile.__exit__	0	2	__value	PosOnly	required	BaseException | None
rich._null_file.NullFile.__exit__	0	3	__traceback	PosOnly	required	types.TracebackType | None
rich._null_file.NullFile.__iter__	0	-1	(return)	Return	-	typing.Iterator[str]
rich._null_file.NullFile.__iter__	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.__next__	0	-1	(return)	Return	-	str
rich._null_file.NullFile.__next__	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.close	0	-1	(return)	Return	-	None
rich._null_file.NullFile.close	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.fileno	0	-1	(return)	Return	-	int
rich._null_file.NullFile.fileno	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.flush	0	-1	(return)	Return	-	None
rich._null_file.NullFile.flush	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.isatty	0	-1	(return)	Return	-	bool
rich._null_file.NullFile.isatty	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.read	0	-1	(return)	Return	-	str
rich._null_file.NullFile.read	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.read	0	1	__n	PosOnly	optional	int
rich._null_file.NullFile.readable	0	-1	(return)	Return	-	bool
rich._null_file.NullFile.readable	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.readline	0	-1	(return)	Return	-	str
rich._null_file.NullFile.readline	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.readline	0	1	__limit	PosOnly	optional	int
rich._null_file.NullFile.readlines	0	-1	(return)	Return	-	list[str]
rich._null_file.NullFile.readlines	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.readlines	0	1	__hint	PosOnly	optional	int
rich._null_file.NullFile.seek	0	-1	(return)	Return	-	int
rich._null_file.NullFile.seek	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.seek	0	1	__offset	PosOnly	required	int
rich._null_file.NullFile.seek	0	2	__whence	PosOnly	optional	int
rich._null_file.NullFile.seekable	0	-1	(return)	Return	-	bool
rich._null_file.NullFile.seekable	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.tell	0	-1	(return)	Return	-	int
rich._null_file.NullFile.tell	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.truncate	0	-1	(return)	Return	-	int
rich._null_file.NullFile.truncate	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.truncate	0	1	__size	PosOnly	optional	int | None
rich._null_file.NullFile.writable	0	-1	(return)	Return	-	bool
rich._null_file.NullFile.writable	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.write	0	-1	(return)	Return	-	int
rich._null_file.NullFile.write	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.write	0	1	text	Pos	required	str
rich._null_file.NullFile.writelines	0	-1	(return)	Return	-	None
rich._null_file.NullFile.writelines	0	0	self	Pos	required	rich._null_file.NullFile
rich._null_file.NullFile.writelines	0	1	__lines	PosOnly	required	typing.Iterable[str]
rich._pick.pick_bool	0	-1	(return)	Return	-	bool
rich._pick.pick_bool	0	0	values	VarArg	optional	bool | None
rich._ratio.E.__init__	0	-1	(return)	Return	-	None
rich._ratio.E.__init__	0	0	self	Pos	required	rich._ratio.E
rich._ratio.E.__init__	0	1	size	Pos	optional	int | None
rich._ratio.E.__init__	0	2	ratio	Pos	optional	int
rich._ratio.E.__init__	0	3	minimum_size	Pos	optional	int
rich._ratio.E.__replace__	0	-1	(return)	Return	-	rich._ratio.E
rich._ratio.E.__replace__	0	0	self	PosOnly	required	rich._ratio.E
rich._ratio.E.__replace__	0	1	size	KwOnly	optional	int | None
rich._ratio.E.__replace__	0	2	ratio	KwOnly	optional	int
rich._ratio.E.__replace__	0	3	minimum_size	KwOnly	optional	int
rich._ratio.ratio_distribute	0	-1	(return)	Return	-	list[int]
rich._ratio.ratio_distribute	0	0	total	Pos	required	int
rich._ratio.ratio_distribute	0	1	ratios	Pos	required	list[int]
rich._ratio.ratio_distribute	0	2	minimums	Pos	optional	list[int] | None
rich._ratio.ratio_reduce	0	-1	(return)	Return	-	list[int]
rich._ratio.ratio_reduce	0	0	total	Pos	required	int
rich._ratio.ratio_reduce	0	1	ratios	Pos	required	list[int]
rich._ratio.ratio_reduce	0	2	maximums	Pos	required	list[int]
rich._ratio.ratio_reduce	0	3	values	Pos	required	list[int]
rich._ratio.ratio_resolve	0	-1	(return)	Return	-	list[int]
rich._ratio.ratio_resolve	0	0	total	Pos	required	int
rich._ratio.ratio_resolve	0	1	edges	Pos	required	typing.Sequence[rich._ratio.Edge]
rich._stack.Stack.push	0	-1	(return)	Return	-	None
rich._stack.Stack.push	0	0	self	Pos	required	rich._stack.Stack[T]
rich._stack.Stack.push	0	1	item	Pos	required	T
rich._stack.Stack.top	0	-1	(return)	Return	-	T
rich._stack.Stack.top	0	0	self	Pos	required	rich._stack.Stack[T]
rich._timer.timer	0	-1	(return)	Return	-	typing.Generator[None]
rich._timer.timer	0	0	subject	Pos	optional	str
rich._unicode_data._parse_version	0	-1	(return)	Return	-	tuple[int, int, int]
rich._unicode_data._parse_version	0	0	version	Pos	required	str
rich._unicode_data.load	0	-1	(return)	Return	-	rich.cells.CellTable
rich._unicode_data.load	0	0	unicode_version	Pos	optional	str
rich._win32_console.FillConsoleOutputAttribute	0	-1	(return)	Return	-	int
rich._win32_console.FillConsoleOutputAttribute	0	0	std_handle	Pos	required	ctypes.c_void_p
rich._win32_console.FillConsoleOutputAttribute	0	1	attributes	Pos	required	int
rich._win32_console.FillConsoleOutputAttribute	0	2	length	Pos	required	int
rich._win32_console.FillConsoleOutputAttribute	0	3	start	Pos	required	rich._win32_console.WindowsCoordinates
rich._win32_console.FillConsoleOutputCharacter	0	-1	(return)	Return	-	int
rich._win32_console.FillConsoleOutputCharacter	0	0	std_handle	Pos	required	ctypes.c_void_p
rich._win32_console.FillConsoleOutputCharacter	0	1	char	Pos	required	str
rich._win32_console.FillConsoleOutputCharacter	0	2	length	Pos	required	int
rich._win32_console.FillConsoleOutputCharacter	0	3	start	Pos	required	rich._win32_console.WindowsCoordinates
rich._win32_console.GetConsoleCursorInfo	0	-1	(return)	Return	-	bool
rich._win32_console.GetConsoleCursorInfo	0	0	std_handle	Pos	required	ctypes.c_void_p
rich._win32_console.GetConsoleCursorInfo	0	1	cursor_info	Pos	required	rich._win32_console.CONSOLE_CURSOR_INFO
rich._win32_console.GetConsoleMode	0	-1	(return)	Return	-	int
rich._win32_console.GetConsoleMode	0	0	std_handle	Pos	required	ctypes.c_void_p
rich._win32_console.GetConsoleScreenBufferInfo	0	-1	(return)	Return	-	rich._win32_console.CONSOLE_SCREEN_BUFFER_INFO
rich._win32_console.GetConsoleScreenBufferInfo	0	0	std_handle	Pos	required	ctypes.c_void_p
rich._win32_console.GetStdHandle	0	-1	(return)	Return	-	ctypes.c_void_p
rich._win32_console.GetStdHandle	0	0	handle	Pos	optional	int
rich._win32_console.LegacyWindowsTerm.__init__	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.__init__	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.__init__	0	1	file	Pos	required	typing.IO[str]
rich._win32_console.LegacyWindowsTerm._get_cursor_size	0	-1	(return)	Return	-	int
rich._win32_console.LegacyWindowsTerm._get_cursor_size	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.cursor_position	0	-1	(return)	Return	-	rich._win32_console.WindowsCoordinates
rich._win32_console.LegacyWindowsTerm.cursor_position	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.erase_end_of_line	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.erase_end_of_line	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.erase_line	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.erase_line	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.erase_start_of_line	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.erase_start_of_line	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.flush	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.flush	0	0	self	Pos	required	typing.IO[str]
rich._win32_console.LegacyWindowsTerm.hide_cursor	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.hide_cursor	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.move_cursor_backward	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.move_cursor_backward	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.move_cursor_down	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.move_cursor_down	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.move_cursor_forward	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.move_cursor_forward	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.move_cursor_to	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.move_cursor_to	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.move_cursor_to	0	1	new_position	Pos	required	rich._win32_console.WindowsCoordinates
rich._win32_console.LegacyWindowsTerm.move_cursor_to_column	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.move_cursor_to_column	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.move_cursor_to_column	0	1	column	Pos	required	int
rich._win32_console.LegacyWindowsTerm.move_cursor_up	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.move_cursor_up	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.screen_size	0	-1	(return)	Return	-	rich._win32_console.WindowsCoordinates
rich._win32_console.LegacyWindowsTerm.screen_size	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.set_title	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.set_title	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.set_title	0	1	title	Pos	required	str
rich._win32_console.LegacyWindowsTerm.show_cursor	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.show_cursor	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.write	0	-1	(return)	Return	-	int
rich._win32_console.LegacyWindowsTerm.write	0	0	self	PosOnly	required	typing.IO[bytes]
rich._win32_console.LegacyWindowsTerm.write	0	1	s	PosOnly	required	_collections_abc.Buffer
rich._win32_console.LegacyWindowsTerm.write	1	-1	(return)	Return	-	int
rich._win32_console.LegacyWindowsTerm.write	1	0	self	PosOnly	required	typing.IO[str]
rich._win32_console.LegacyWindowsTerm.write	1	1	s	PosOnly	required	str
rich._win32_console.LegacyWindowsTerm.write_styled	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.write_styled	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.write_styled	0	1	text	Pos	required	str
rich._win32_console.LegacyWindowsTerm.write_styled	0	2	style	Pos	required	rich.style.Style
rich._win32_console.LegacyWindowsTerm.write_text	0	-1	(return)	Return	-	None
rich._win32_console.LegacyWindowsTerm.write_text	0	0	self	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._win32_console.LegacyWindowsTerm.write_text	0	1	text	Pos	required	str
rich._win32_console.SetConsoleCursorInfo	0	-1	(return)	Return	-	bool
rich._win32_console.SetConsoleCursorInfo	0	0	std_handle	Pos	required	ctypes.c_void_p
rich._win32_console.SetConsoleCursorInfo	0	1	cursor_info	Pos	required	rich._win32_console.CONSOLE_CURSOR_INFO
rich._win32_console.SetConsoleCursorPosition	0	-1	(return)	Return	-	bool
rich._win32_console.SetConsoleCursorPosition	0	0	std_handle	Pos	required	ctypes.c_void_p
rich._win32_console.SetConsoleCursorPosition	0	1	coords	Pos	required	rich._win32_console.WindowsCoordinates
rich._win32_console.SetConsoleTextAttribute	0	-1	(return)	Return	-	bool
rich._win32_console.SetConsoleTextAttribute	0	0	std_handle	Pos	required	ctypes.c_void_p
rich._win32_console.SetConsoleTextAttribute	0	1	attributes	Pos	required	ctypes.c_ushort
rich._win32_console.SetConsoleTitle	0	-1	(return)	Return	-	bool
rich._win32_console.SetConsoleTitle	0	0	title	Pos	required	str
rich._win32_console.WindowsCoordinates.__init__	0	-1	(return)	Return	-	None
rich._win32_console.WindowsCoordinates.__init__	0	0	self	Pos	required	rich._win32_console.WindowsCoordinates
rich._win32_console.WindowsCoordinates.__init__	0	1	-	VarArg	optional	Unknown
rich._win32_console.WindowsCoordinates.__init__	0	2	-	Kwargs	optional	Unknown
rich._win32_console.WindowsCoordinates.__iter__	0	-1	(return)	Return	-	typing.Iterator[int]
rich._win32_console.WindowsCoordinates.__iter__	0	0	self	Pos	required	rich._win32_console.WindowsCoordinates
rich._win32_console.WindowsCoordinates.__new__	0	-1	(return)	Return	-	rich._win32_console.WindowsCoordinates
rich._win32_console.WindowsCoordinates.__new__	0	0	_cls	Pos	required	type[rich._win32_console.WindowsCoordinates]
rich._win32_console.WindowsCoordinates.__new__	0	1	row	Pos	required	int
rich._win32_console.WindowsCoordinates.__new__	0	2	col	Pos	required	int
rich._win32_console.WindowsCoordinates._replace	0	-1	(return)	Return	-	rich._win32_console.WindowsCoordinates
rich._win32_console.WindowsCoordinates._replace	0	0	self	PosOnly	required	rich._win32_console.WindowsCoordinates
rich._win32_console.WindowsCoordinates._replace	0	1	row	KwOnly	optional	int
rich._win32_console.WindowsCoordinates._replace	0	2	col	KwOnly	optional	int
rich._win32_console.WindowsCoordinates.from_param	0	-1	(return)	Return	-	ctypes.wintypes._COORD
rich._win32_console.WindowsCoordinates.from_param	0	0	cls	Pos	required	type[rich._win32_console.WindowsCoordinates]
rich._win32_console.WindowsCoordinates.from_param	0	1	value	Pos	required	rich._win32_console.WindowsCoordinates
rich._windows.WindowsConsoleFeatures.__init__	0	-1	(return)	Return	-	None
rich._windows.WindowsConsoleFeatures.__init__	0	0	self	Pos	required	rich._windows.WindowsConsoleFeatures
rich._windows.WindowsConsoleFeatures.__init__	0	1	vt	Pos	optional	bool
rich._windows.WindowsConsoleFeatures.__init__	0	2	truecolor	Pos	optional	bool
rich._windows.WindowsConsoleFeatures.__replace__	0	-1	(return)	Return	-	rich._windows.WindowsConsoleFeatures
rich._windows.WindowsConsoleFeatures.__replace__	0	0	self	PosOnly	required	rich._windows.WindowsConsoleFeatures
rich._windows.WindowsConsoleFeatures.__replace__	0	1	vt	KwOnly	optional	bool
rich._windows.WindowsConsoleFeatures.__replace__	0	2	truecolor	KwOnly	optional	bool
rich._windows.get_windows_console_features	0	-1	(return)	Return	-	rich._windows.WindowsConsoleFeatures
rich._windows_renderer.legacy_windows_render	0	-1	(return)	Return	-	None
rich._windows_renderer.legacy_windows_render	0	0	buffer	Pos	required	typing.Iterable[rich.segment.Segment]
rich._windows_renderer.legacy_windows_render	0	1	term	Pos	required	rich._win32_console.LegacyWindowsTerm
rich._wrap.divide_line	0	-1	(return)	Return	-	list[int]
rich._wrap.divide_line	0	0	text	Pos	required	str
rich._wrap.divide_line	0	1	width	Pos	required	int
rich._wrap.divide_line	0	2	fold	Pos	optional	bool
rich._wrap.words	0	-1	(return)	Return	-	typing.Iterable[tuple[int, int, str]]
rich._wrap.words	0	0	text	Pos	required	str
rich.abc.RichRenderable.__subclasshook__	0	-1	(return)	Return	-	bool
rich.abc.RichRenderable.__subclasshook__	0	0	cls	Pos	required	type[rich.abc.RichRenderable]
rich.abc.RichRenderable.__subclasshook__	0	1	other	Pos	required	type[Any]
rich.align.Align.__init__	0	-1	(return)	Return	-	None
rich.align.Align.__init__	0	0	self	Pos	required	rich.align.Align
rich.align.Align.__init__	0	1	renderable	Pos	required	rich.console.ConsoleRenderable | rich.console.RichCast | str
rich.align.Align.__init__	0	2	align	Pos	optional	typing.Literal['center', 'left', 'right']
rich.align.Align.__init__	0	3	style	Pos	optional	rich.style.Style | str | None
rich.align.Align.__init__	0	4	vertical	KwOnly	optional	typing.Literal['bottom', 'middle', 'top'] | None
rich.align.Align.__init__	0	5	pad	KwOnly	optional	bool
rich.align.Align.__init__	0	6	width	KwOnly	optional	int | None
rich.align.Align.__init__	0	7	height	KwOnly	optional	int | None
rich.align.Align.__repr__	0	-1	(return)	Return	-	str
rich.align.Align.__repr__	0	0	self	Pos	required	rich.align.Align
rich.align.Align.__rich_console__	0	-1	(return)	Return	-	typing.Iterable[rich.console.ConsoleRenderable | rich.console.RichCast | rich.segment.Segment | str]
rich.align.Align.__rich_console__	0	0	self	Pos	required	rich.align.Align
rich.align.Align.__rich_console__	0	1	console	Pos	required	rich.console.Console
rich.align.Align.__rich_console__	0	2	options	Pos	required	rich.console.ConsoleOptions
rich.align.Align.__rich_measure__	0	-1	(return)	Return	-	rich.measure.Measurement
rich.align.Align.__rich_measure__	0	0	self	Pos	required	rich.align.Align
rich.align.Align.__rich_measure__	0	1	console	Pos	required	rich.console.Console
rich.align.Align.__rich_measure__	0	2	options	Pos	required	rich.console.ConsoleOptions
rich.align.Align.center	0	-1	(return)	Return	-	rich.align.Align
rich.align.Align.center	0	0	cls	Pos	required	type[rich.align.Align]
rich.align.Align.center	0	1	renderable	Pos	required	rich.console.ConsoleRenderable | rich.console.RichCast | str
rich.align.Align.center	0	2	style	Pos	optional	rich.style.Style | str | None
rich.align.Align.center	0	3	vertical	KwOnly	optional	typing.Literal['bottom', 'middle', 'top'] | None
rich.align.Align.center	0	4	pad	KwOnly	optional	bool
rich.align.Align.center	0	5	width	KwOnly	optional	int | None
rich.align.Align.center	0	6	height	KwOnly	optional	int | None
rich.align.Align.left	0	-1	(return)	Return	-	rich.align.Align
rich.align.Align.left	0	0	cls	Pos	required	type[rich.align.Align]
rich.align.Align.left	0	1	renderable	Pos	required	rich.console.ConsoleRenderable | rich.console.RichCast | str
rich.align.Align.left	0	2	style	Pos	optional	rich.style.Style | str | None
rich.align.Align.left	0	3	vertical	KwOnly	optional	typing.Literal['bottom', 'middle', 'top'] | None
rich.align.Align.left	0	4	pad	KwOnly	optional	bool
rich.align.Align.left	0	5	width	KwOnly	optional	int | None
rich.align.Align.left	0	6	height	KwOnly	optional	int | None
rich.align.Align.right	0	-1	(return)	Return	-	rich.align.Align
rich.align.Align.right	0	0	cls	Pos	required	type[rich.align.Align]
rich.align.Align.right	0	1	renderable	Pos	required	rich.console.ConsoleRenderable | rich.console.RichCast | str
rich.align.Align.right	0	2	style	Pos	optional	rich.style.Style | str | None
rich.align.Align.right	0	3	vertical	KwOnly	optional	typing.Literal['bottom', 'middle', 'top'] | None
rich.align.Align.right	0	4	pad	KwOnly	optional	bool
rich.align.Align.right	0	5	width	KwOnly	optional	int | None
rich.align.Align.right	0	6	height	KwOnly	optional	int | None
rich.align.VerticalCenter.__init__	0	-1	(return)	Return	-	None
rich.align.VerticalCenter.__init__	0	0	self	Pos	required	rich.align.VerticalCenter
rich.align.VerticalCenter.__init__	0	1	renderable	Pos	required	rich.console.ConsoleRenderable | rich.console.RichCast | str
rich.align.VerticalCenter.__init__	0	2	style	Pos	optional	rich.style.Style | str | None
rich.align.VerticalCenter.__repr__	0	-1	(return)	Return	-	str
rich.align.VerticalCenter.__repr__	0	0	self	Pos	required	rich.align.VerticalCenter
rich.align.VerticalCenter.__rich_console__	0	-1	(return)	Return	-	typing.Iterable[rich.console.ConsoleRenderable | rich.console.RichCast | rich.segment.Segment | str]
rich.align.VerticalCenter.__rich_console__	0	0	self	Pos	required	rich.align.VerticalCenter
rich.align.VerticalCenter.__rich_console__	0	1	console	Pos	required	rich.console.Console
rich.align.VerticalCenter.__rich_console__	0	2	options	Pos	required	rich.console.ConsoleOptions
rich.align.VerticalCenter.__rich_measure__	0	-1	(return)	Return	-	rich.measure.Measurement
rich.align.VerticalCenter.__rich_measure__	0	0	self	Pos	required	rich.align.VerticalCenter
rich.align.VerticalCenter.__rich_measure__	0	1	console	Pos	required	rich.console.Console
rich.align.VerticalCenter.__rich_measure__	0	2	options	Pos	required	rich.console.ConsoleOptions
