ast-grep	ast-grep scan	format			FORMAT		Output warning/error messages in different formats.
ast-grep	ast-grep scan	globs			GLOBS		Include or exclude file paths.
ast-grep	ast-grep scan	help	h				Print help (see a summary with '-h')
ast-grep	ast-grep scan	hint			=<RULE_ID		Set rule severity to hint
ast-grep	ast-grep scan	include-metadata					Include rule metadata in the json output.
ast-grep	ast-grep scan	info			=<RULE_ID		Set rule severity to info
ast-grep	ast-grep scan	inline-rules			RULE_TEXT		Scan the codebase with a rule defined by the provided RULE_TEXT.
ast-grep	ast-grep scan	inspect			GRANULARITY	nothing,summary,entity	Inspect information for file/rule discovery and scanning.
ast-grep	ast-grep scan	interactive	i				Start interactive edit session.
ast-grep	ast-grep scan	json			=<STYLE	pretty,stream,compact	Output matches in structured JSON.
ast-grep	ast-grep scan	max-results			NUM		Show at most NUM results and stop running once the limit is reached.
ast-grep	ast-grep scan	min-severity			SEVERITY		Set the minimum severity of rules to scan.
ast-grep	ast-grep scan	no-ignore			FILE_TYPE	hidden,dot,exclude,global,parent,vcs	Do not respect hidden file system or ignore files (.gitignore, .ignore, etc.).
ast-grep	ast-grep scan	off			=<RULE_ID		Turn off rule
ast-grep	ast-grep scan	report-style			REPORT_STYLE	rich,medium,short	Possible values:
ast-grep	ast-grep scan	rule	r		RULE_FILE		Scan the codebase with the single rule located at the path RULE_FILE.
ast-grep	ast-grep scan	stdin					Enable search code from StdIn.
ast-grep	ast-grep scan	threads	j		NUM		Set the approximate number of threads to use.
ast-grep	ast-grep scan	update-all	U				Apply all rewrite without confirmation if true
ast-grep	ast-grep scan	warning			=<RULE_ID		Set rule severity to warning
ast-grep	ast-grep test	color			WHEN	auto,always,ansi,never	Controls output color.
ast-grep	ast-grep test	config	c		CONFIG_FILE		Path to ast-grep root config, default is sgconfig.yml
ast-grep	ast-grep test	filter	f		REGEX		Only run rule test cases that matches REGEX
ast-grep	ast-grep test	follow					Follow symbolic links while searching test YAML files
ast-grep	ast-grep test	help	h				Print help (see a summary with '-h')
ast-grep	ast-grep test	include-off					Include `severity:off` rules in test
ast-grep	ast-grep test	interactive	i				Start an interactive review to update snapshots selectively
ast-grep	ast-grep test	skip-snapshot-tests					Only check if the test code is valid, without checking rule output.
ast-grep	ast-grep test	snapshot-dir			SNAPSHOT_DIR		Specify the directory name storing snapshots.
ast-grep	ast-grep test	test-dir	t		TEST_DIR		the directories to search test YAML files
ast-grep	ast-grep test	update-all	U				Update the content of all snapshots that have changed in test.
rg	rg	after-context	A	OUTPUT OPTIONS	NUM		Show NUM lines after each match.
rg	rg	auto-hybrid-regex		SEARCH OPTIONS			DEPRECATED.
rg	rg	before-context	B	OUTPUT OPTIONS	NUM		Show NUM lines before each match.
rg	rg	binary		FILTER OPTIONS			Enabling this flag will cause ripgrep to search binary files.
rg	rg	block-buffered		OUTPUT OPTIONS			When enabled, ripgrep will use block buffering.
rg	rg	byte-offset	b	OUTPUT OPTIONS			Print the 0-based byte offset within the input file before each line of
rg	rg	case-sensitive	s	SEARCH OPTIONS			Execute the search case sensitively.
rg	rg	color		OUTPUT OPTIONS	WHEN		This flag controls when to use colors.
rg	rg	colors		OUTPUT OPTIONS	COLOR_SPEC		This flag specifies color settings for use in the output.
rg	rg	column		OUTPUT OPTIONS			Show column numbers (1-based).
rg	rg	context	C	OUTPUT OPTIONS	NUM		Show NUM lines before and after each match.
rg	rg	context-separator		OUTPUT OPTIONS	SEPARATOR		The string used to separate non-contiguous context lines in the output.
rg	rg	count	c	OUTPUT MODES			This flag suppresses normal output and shows the number of lines that
rg	rg	count-matches		OUTPUT MODES			This flag suppresses normal output and shows the number of individual
rg	rg	crlf		SEARCH OPTIONS			When enabled, ripgrep will treat CRLF (\r\n) as a line terminator
rg	rg	debug		LOGGING OPTIONS			Show debug messages.
rg	rg	dfa-size-limit		SEARCH OPTIONS	NUM+SUFFIX?		The upper size limit of the regex DFA.
rg	rg	encoding	E	SEARCH OPTIONS	ENCODING		Specify the text encoding that ripgrep will use on all files searched.
rg	rg	engine		SEARCH OPTIONS	ENGINE		Specify which regular expression engine to use.
rg	rg	field-context-separator		OUTPUT OPTIONS	SEPARATOR		Set the field context separator.
rg	rg	field-match-separator		OUTPUT OPTIONS	SEPARATOR		Set the field match separator.
rg	rg	file	f	INPUT OPTIONS	PATTERNFILE		Search for patterns from the given file, with one pattern per line.
rg	rg	files		OTHER BEHAVIORS			Print each file that would be searched without actually performing the
rg	rg	files-with-matches	l	OUTPUT MODES			Print only the paths with at least one match and suppress match
rg	rg	files-without-match		OUTPUT MODES			Print the paths that contain zero matches and suppress match contents.
rg	rg	fixed-strings	F	SEARCH OPTIONS			Treat all patterns as literals instead of as regular expressions.
rg	rg	follow	L	FILTER OPTIONS			This flag instructs ripgrep to follow symbolic links while traversing
rg	rg	generate		OTHER BEHAVIORS	KIND		This flag instructs ripgrep to generate some special kind of output
rg	rg	glob	g	FILTER OPTIONS	GLOB		Include or exclude files and directories for searching that match the
rg	rg	glob-case-insensitive		FILTER OPTIONS			Process all glob patterns given with the -g/--glob flag case
rg	rg	heading		OUTPUT OPTIONS			This flag prints the file path above clusters of matches from each file
rg	rg	help	h	OUTPUT OPTIONS			This flag prints the help output for ripgrep.
rg	rg	hidden	.	FILTER OPTIONS			Search hidden files and directories.
rg	rg	hostname-bin		OUTPUT OPTIONS	COMMAND		This flag controls how ripgrep determines this system's hostname.
rg	rg	hyperlink-format		OUTPUT OPTIONS	FORMAT		Set the format of hyperlinks to use when printing results.
rg	rg	iglob		FILTER OPTIONS	GLOB		Include or exclude files and directories for searching that match the
rg	rg	ignore-case	i	SEARCH OPTIONS			When this flag is provided, all patterns will be searched case
rg	rg	ignore-file		FILTER OPTIONS	PATH		Specifies a path to one or more gitignore formatted rules files.
rg	rg	ignore-file-case-insensitive		FILTER OPTIONS			Process ignore files (.gitignore, .ignore, etc.) case insensitively.
rg	rg	include-zero		OUTPUT OPTIONS			When used with -c/--count or --count-matches, this causes ripgrep to
rg	rg	invert-match	v	SEARCH OPTIONS			This flag inverts matching.
rg	rg	json		OUTPUT MODES			Enable printing results in a JSON Lines format.
rg	rg	line-buffered		OUTPUT OPTIONS			When enabled, ripgrep will always use line buffering.
rg	rg	line-number	n	OUTPUT OPTIONS			Show line numbers (1-based).
rg	rg	line-regexp	x	SEARCH OPTIONS			When enabled, ripgrep will only show matches surrounded by line
rg	rg	max-columns	M	OUTPUT OPTIONS	NUM		When given, ripgrep will omit lines longer than this limit in bytes.
rg	rg	max-columns-preview		OUTPUT OPTIONS			Prints a preview for lines exceeding the configured max column limit.
rg	rg	max-count	m	SEARCH OPTIONS	NUM		Limit the number of matching lines per file searched to NUM.
rg	rg	max-depth	d	FILTER OPTIONS	NUM		This flag limits the depth of directory traversal to NUM levels beyond
rg	rg	max-filesize		FILTER OPTIONS	NUM+SUFFIX?		Ignore files larger than NUM in size.
rg	rg	mmap		SEARCH OPTIONS			When enabled, ripgrep will search using memory maps when possible.
rg	rg	multiline	U	SEARCH OPTIONS			This flag enables searching across multiple lines.
rg	rg	multiline-dotall		SEARCH OPTIONS			This flag enables "dot all" mode in all regex patterns.
rg	rg	no-config		OTHER BEHAVIORS			When set, ripgrep will never read configuration files.
rg	rg	no-filename	I	OUTPUT OPTIONS			This flag instructs ripgrep to never print the file path with each
rg	rg	no-ignore		FILTER OPTIONS			When set, ignore files such as .gitignore, .ignore and .rgignore will
rg	rg	no-ignore-dot		FILTER OPTIONS			Don't respect filter rules from .ignore or .rgignore files.
rg	rg	no-ignore-exclude		FILTER OPTIONS			Don't respect filter rules from files that are manually configured for
rg	rg	no-ignore-files		FILTER OPTIONS			When set, any --ignore-file flags, even ones that come after this flag,
rg	rg	no-ignore-global		FILTER OPTIONS			Don't respect filter rules from ignore files that come from "global"
rg	rg	no-ignore-messages		LOGGING OPTIONS			When this flag is enabled, all error messages related to parsing ignore
rg	rg	no-ignore-parent		FILTER OPTIONS			When this flag is set, filter rules from ignore files found in parent
rg	rg	no-ignore-vcs		FILTER OPTIONS			When given, filter rules from source control ignore files (e.g.,
rg	rg	no-line-number	N	OUTPUT OPTIONS			Suppress line numbers.
rg	rg	no-messages		LOGGING OPTIONS			This flag suppresses some error messages.
rg	rg	no-pcre2-unicode		SEARCH OPTIONS			DEPRECATED.
rg	rg	no-require-git		FILTER OPTIONS			When this flag is given, source control ignore files such as .gitignore
rg	rg	no-unicode		SEARCH OPTIONS			This flag disables Unicode mode for all patterns given to ripgrep.
rg	rg	null	0	OUTPUT OPTIONS			Whenever a file path is printed, follow it with a NUL byte.
rg	rg	null-data		SEARCH OPTIONS			Enabling this flag causes ripgrep to use NUL as a line terminator
rg	rg	one-file-system		FILTER OPTIONS			When enabled, ripgrep will not cross file system boundaries relative to
rg	rg	only-matching	o	OUTPUT OPTIONS			Print only the matched (non-empty) parts of a matching line, with each
rg	rg	passthru		OUTPUT OPTIONS			Print both matching and non-matching lines.
rg	rg	path-separator		OUTPUT OPTIONS	SEPARATOR		Set the path separator to use when printing file paths.
rg	rg	pcre2	P	SEARCH OPTIONS			When this flag is present, ripgrep will use the PCRE2 regex engine
rg	rg	pcre2-version		OTHER BEHAVIORS			When this flag is present, ripgrep will print the version of PCRE2 in
rg	rg	pre		INPUT OPTIONS	COMMAND		For each input PATH, this flag causes ripgrep to search the standard
rg	rg	pre-glob		INPUT OPTIONS	GLOB		This flag works in conjunction with the --pre flag.
rg	rg	pretty	p	OUTPUT OPTIONS			This is a convenience alias for --color=always --heading --line-number.
rg	rg	quiet	q	OUTPUT OPTIONS			Do not print anything to stdout.
rg	rg	regex-size-limit		SEARCH OPTIONS	NUM+SUFFIX?		The size limit of the compiled regex, where the compiled regex
rg	rg	regexp	e	INPUT OPTIONS	PATTERN		A pattern to search for.
rg	rg	replace	r	OUTPUT OPTIONS	REPLACEMENT		Replaces every match with the text given when printing results.
rg	rg	search-zip	z	INPUT OPTIONS			This flag instructs ripgrep to search in compressed files.
rg	rg	smart-case	S	SEARCH OPTIONS			This flag instructs ripgrep to searches case insensitively if the
rg	rg	sort		OUTPUT OPTIONS	SORTBY		This flag enables sorting of results in ascending order.
rg	rg	sort-files		OUTPUT OPTIONS			DEPRECATED.
rg	rg	sortr		OUTPUT OPTIONS	SORTBY		This flag enables sorting of results in descending order.
rg	rg	stats		LOGGING OPTIONS			When enabled, ripgrep will print aggregate statistics about the search.
rg	rg	stop-on-nonmatch		SEARCH OPTIONS			Enabling this option will cause ripgrep to stop reading a file once it
rg	rg	text	a	SEARCH OPTIONS			This flag instructs ripgrep to search binary files as if they were
rg	rg	threads	j	SEARCH OPTIONS	NUM		This flag sets the approximate number of threads to use.
rg	rg	trace		LOGGING OPTIONS			Show trace messages.
rg	rg	trim		OUTPUT OPTIONS			When set, all ASCII whitespace at the beginning of each line printed
rg	rg	type	t	FILTER OPTIONS	TYPE		This flag limits ripgrep to searching files matching TYPE.
rg	rg	type-add		FILTER OPTIONS	TYPESPEC		This flag adds a new glob for a particular file type.
rg	rg	type-clear		FILTER OPTIONS	TYPE		Clear the file type globs previously defined for TYPE.
rg	rg	type-list		OTHER BEHAVIORS			Show all supported file types and their corresponding globs.
rg	rg	type-not	T	FILTER OPTIONS	TYPE		Do not search files matching TYPE.
rg	rg	unrestricted	u	FILTER OPTIONS			This flag reduces the level of "smart" filtering.
rg	rg	version	V	OTHER BEHAVIORS			This flag prints ripgrep's version.
rg	rg	vimgrep		OUTPUT OPTIONS			This flag instructs ripgrep to print results with every match on its
rg	rg	with-filename	H	OUTPUT OPTIONS			This flag instructs ripgrep to print the file path for each matching
rg	rg	word-regexp	w	SEARCH OPTIONS			When enabled, ripgrep will only show matches surrounded by word
